customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,network_quality,complaint_text,Churn
PKTLC-15B43D,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.37,614.53,1,The promised discount was never applied to my account.,Yes
PKTLC-CA598D,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.66,98.81,2,Data rollover feature is very useful. Good value overall.,No
PKTLC-9885D9,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.03,1001.39,0,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-E5E70A,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),79.28,5159.95,2,The promised discount was never applied to my account.,No
PKTLC-3C114D,Male,1,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.73,4621.41,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-18815D,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,657.89,0,Network is stable but getting complaints resolved takes too long.,No
PKTLC-51426F,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.39,1604.69,0,Network is decent in my area. No major complaints so far.,No
PKTLC-5C27E8,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.56,1190.11,2,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-19721E,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.98,2761.71,2,Billing amount has increased without any prior notification.,No
PKTLC-8250E9,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.33,222.53,1,Download speed never exceeds 1 Mbps even at off-peak hours.,Yes
PKTLC-F33301,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),52.17,502.73,1,Network is decent in my area. No major complaints so far.,No
PKTLC-686C62,Male,1,No,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),71.0,632.66,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-11DF92,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,57.15,1687.26,1,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-86C227,Male,1,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.51,4862.22,2,Customer support wait time was more than 45 minutes. Very frustrating.,No
PKTLC-D39A21,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.38,133.12,1,Extra charges deducted without my consent. Refund nahi mila abhi tak.,No
PKTLC-67C6CB,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,78.12,146.79,2,Network is decent in my area. No major complaints so far.,No
PKTLC-91CADA,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,58.96,906.52,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-6C1FE3,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.81,1190.49,1,Response from live chat is automated and completely unhelpful.,No
PKTLC-6770A3,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.49,341.12,2,"Connectivity issues ongoing since last week, no resolution from support.",No
PKTLC-1C9136,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.14,227.41,0,,No
PKTLC-41F245,Female,1,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.53,573.83,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-11A054,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.26,900.56,2,Data rollover feature is very useful. Good value overall.,No
PKTLC-44AF08,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.61,601.96,0,Support resolved my query within a reasonable amount of time.,No
PKTLC-999801,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.38,1263.54,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-883C3D,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1043.15,0,Generally happy but the recent bill increase was unexpected.,No
PKTLC-A12D16,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.25,808.55,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-7D5AEE,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,69.37,538.62,2,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-DCA4C7,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.24,384.01,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-9C0529,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,88.21,730.07,2,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-B9DAE5,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,86.66,1808.6,2,I was charged twice for the same bundle this month. Please investigate.,Yes
PKTLC-8A89D5,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.32,113.73,0,Mostly satisfied but had one bad experience with unexpected overcharging.,No
PKTLC-AAE92F,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,74.83,3646.37,2,,No
PKTLC-CABD57,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.84,505.89,2,Support team gave me incorrect information on multiple occasions.,Yes
PKTLC-F77099,Male,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.11,1171.45,0,,No
PKTLC-2A0529,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,111.96,1044.47,2,,No
PKTLC-162AE4,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.45,375.93,0,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-C6C120,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.47,2749.08,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-FBA111,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.79,1888.56,1,,No
PKTLC-DA0415,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),72.54,4029.27,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-092D4D,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.39,2892.02,2,,No
PKTLC-261155,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),50.95,202.04,1,Mostly satisfied but had one bad experience with unexpected overcharging.,No
PKTLC-239DC0,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.39,3216.48,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-EBF510,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.52,532.52,0,Network is stable but getting complaints resolved takes too long.,No
PKTLC-B643C4,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,93.56,5969.25,2,The promised discount was never applied to my account.,No
PKTLC-5EFD9C,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.11,3356.92,1,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-533F0D,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.55,2362.14,2,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-7BDAC8,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),56.72,3385.9,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-12C842,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.94,116.04,0,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-D2BD96,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.57,3862.66,1,Balance deducted automatically without activating any service.,No
PKTLC-DA1747,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.71,197.85,1,Billing amount has increased without any prior notification.,Yes
PKTLC-D78ACF,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),45.95,2063.58,1,Network is decent in my area. No major complaints so far.,No
PKTLC-FF2597,Male,1,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.29,3398.03,1,Service quality has degraded significantly over the past few months.,Yes
PKTLC-BEC754,Female,1,No,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,63.14,2913.42,1,Internet speed is average. Support team could use better training.,No
PKTLC-46909D,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.27,20.07,0,Price is fair but I wish the app was more user friendly.,Yes
PKTLC-EE9564,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.3,78.03,0,Service quality has degraded significantly over the past few months.,Yes
PKTLC-FFE163,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.01,2809.18,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-F728AC,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.82,397.88,1,Data speed is fine during the day but slows down during peak evening hours.,Yes
PKTLC-F86E24,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.03,841.93,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-A5CC39,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),80.67,1577.67,2,Refund was promised two weeks ago but has still not been received.,No
PKTLC-BA1190,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),97.62,4069.48,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-F02C7A,Male,1,Yes,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.82,1265.92,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-0C4CB3,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,85.54,3208.03,2,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-D8EBC6,Male,0,No,No,59,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.95,3360.49,1,,No
PKTLC-6199CA,Female,1,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,101.0,6016.39,2,Speed is decent but customer support response time needs improvement.,No
PKTLC-AE0A0F,Male,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.3,4051.18,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-8139D8,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,112.71,0,Invoice received does not match what I was quoted by the sales agent.,No
PKTLC-0B2229,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.04,812.46,0,Data speed is fine during the day but slows down during peak evening hours.,Yes
PKTLC-A77E44,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,334.58,0,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-54AB18,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.3,707.66,0,Was charged for a premium pack I never subscribed to.,No
PKTLC-EE5EFB,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),41.61,1339.84,1,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-092CC3,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.59,738.86,2,,No
PKTLC-6EA536,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),77.24,326.99,2,The promised discount was never applied to my account.,Yes
PKTLC-E7B2BF,Male,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.25,790.6,0,Support resolved my query within a reasonable amount of time.,No
PKTLC-AF7628,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,67.33,1076.24,1,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-F35D68,Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.38,169.53,1,Network outage for the third time this month. Unacceptable service.,Yes
PKTLC-C38FD2,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.51,66.95,2,"Connectivity issues ongoing since last week, no resolution from support.",Yes
PKTLC-D98A35,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.44,320.66,1,"Coverage is pathetic in Gulshan, signal drops to zero at night.",Yes
PKTLC-56B919,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,82.05,5082.99,2,Network quality is consistently good. No call drops in my area.,No
PKTLC-AEAD86,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.7,621.71,1,,No
PKTLC-8DCDE1,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.91,4959.56,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-C7C106,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.52,3010.1,2,Price is fair but I wish the app was more user friendly.,Yes
PKTLC-62C914,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.6,6767.73,2,My area has no coverage at all. I am paying for absolutely nothing.,No
PKTLC-A497B7,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.29,3397.2,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-A104C2,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.8,1792.8,1,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,Yes
PKTLC-EEC20C,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,145.55,0,Monthly charges keep increasing every few months without any notice.,Yes
PKTLC-C3C512,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.84,197.62,1,Internet speed is terrible. Cannot even use WhatsApp properly.,Yes
PKTLC-6DA01C,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.81,3224.55,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-CF0355,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,74.37,0,Support team was helpful and resolved my issue quickly.,Yes
PKTLC-0EF156,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.71,119.39,0,Support resolved my query within a reasonable amount of time.,Yes
PKTLC-49D82B,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.47,1377.28,0,,No
PKTLC-116A47,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.53,872.75,1,Decent coverage in my city. Occasional slow speed on weekends.,Yes
PKTLC-6D3C32,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.18,725.2,0,Support team was helpful and resolved my issue quickly.,No
PKTLC-2ACA85,Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.77,4922.92,1,Internet speed is terrible. Cannot even use WhatsApp properly.,Yes
PKTLC-299DC0,Male,1,No,Yes,20,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.24,1891.45,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-29D7F3,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,85.36,3948.77,2,Network is okay but billing process is confusing and lacks transparency.,No
PKTLC-C88E8E,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.21,50.77,1,,No
PKTLC-D1FC6B,Female,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.68,900.16,0,Happy with the new fiber package. Speed is much better than before.,Yes
PKTLC-E6920D,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.57,200.32,1,Repeated disconnections during video calls. Signal is completely useless.,No
PKTLC-EA2D2C,Female,0,No,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.72,3039.98,1,Network is decent in my area. No major complaints so far.,No
PKTLC-B44C68,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.58,1354.45,1,,No
PKTLC-3A96F6,Male,0,No,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,71.13,2814.78,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-FEF5D5,Male,1,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.86,2913.58,2,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-587E96,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.42,1436.72,1,Coverage in my area is fine but pricing has increased a bit recently.,Yes
PKTLC-B21412,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.38,189.86,0,Complaint ticket was closed without resolving the actual underlying issue.,Yes
PKTLC-9C0B8A,Female,1,No,No,22,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,56.11,1147.12,1,Support resolved my query within a reasonable amount of time.,No
PKTLC-F14FD0,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.54,665.1,2,"4G speed is extremely slow, barely loading pages. Very frustrated.",No
PKTLC-4FB77D,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,62.14,781.07,1,Network is decent in my area. No major complaints so far.,No
PKTLC-505138,Female,1,No,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),75.33,2366.86,2,,No
PKTLC-8A3610,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.13,1318.07,2,Customer support wait time was more than 45 minutes. Very frustrating.,Yes
PKTLC-E26BC3,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,71.09,3732.4,1,,No
PKTLC-91DD71,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.31,204.64,0,No callback received after submitting the complaint through the app.,Yes
PKTLC-398F0D,Female,1,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.78,556.21,0,Double deduction happened on the 5th of this month. No explanation given.,Yes
PKTLC-ADB6C5,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.14,185.37,2,No network in my basement office. Cannot attend calls while at work.,Yes
PKTLC-2C0A80,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.99,601.3,1,Monthly charges keep increasing every few months without any notice.,No
PKTLC-1E2B1A,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),63.87,473.79,1,Support resolved my query within a reasonable amount of time.,No
PKTLC-CF3E12,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,64.72,406.03,1,"Bahut slow internet hai, 4G pe bhi YouTube buffer karta hai.",No
PKTLC-E63898,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.92,2716.55,2,Network is decent in my area. No major complaints so far.,Yes
PKTLC-BF4554,Female,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.71,105.6,0,Generally happy but the recent bill increase was unexpected.,No
PKTLC-180088,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.65,2435.43,2,Support team was helpful and resolved my issue quickly.,Yes
PKTLC-A53C74,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.23,935.28,0,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-B37952,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),62.07,1277.44,1,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-C72817,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.0,477.19,0,Network is decent in my area. No major complaints so far.,No
PKTLC-9B5E86,Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.16,2015.47,1,Bill amount is much higher than what was promised at the time of joining.,No
PKTLC-89E8D0,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.75,2873.38,1,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-EB05D8,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.67,124.25,0,Agent could not understand my issue and ended up disconnecting the call.,Yes
PKTLC-1766F1,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,53.69,2229.4,1,Data speed is like 2G even though I have a 4G SIM. Waste of money.,No
PKTLC-55F5EE,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.29,186.05,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-4D4ED1,Female,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.14,1119.6,2,Network quality is consistently good. No call drops in my area.,No
PKTLC-BE3E52,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.92,954.0,0,My area has no coverage at all. I am paying for absolutely nothing.,No
PKTLC-F2C7F4,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,50.61,1099.35,1,Mostly satisfied but had one bad experience with unexpected overcharging.,No
PKTLC-992165,Male,1,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.38,472.23,1,Auto-renewal charged me even after I submitted a cancellation request.,No
PKTLC-3231F6,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1012.52,0,The promised discount was never applied to my account.,Yes
